m,StockCode,revenue,cnt_cus,cnt_pro
2010-12-01,85183A,33.87,2,8
2010-12-01,85183B,97.62,4,57
2010-12-01,85184C,504.5,18,333
2010-12-01,85185B,91.52000000000001,7,24
2010-12-01,85185D,11.8,4,4
2010-12-01,85186A,3.4,0,4
2010-12-01,85187,1.65,1,1
2010-12-01,85188B,3.32,0,2
2010-12-01,85194L,30.6,1,36
2010-12-01,85195,16.8,1,8
2010-12-01,85199L,68.21,6,103
2010-12-01,85199S,141.01999999999998,14,303
2010-12-01,85202,13.97,0,22
2010-12-01,85203,10.61,0,18
2010-12-01,85204,3.38,0,5
2010-12-01,85205B,30.6,1,12
2010-12-01,85206A,69.3,2,42
2010-12-01,85208,14.71,3,6
2010-12-01,85211,13.26,1,7
2010-12-01,85212,67.12,3,292
2010-12-01,85213,3.32,0,2
2010-12-01,85214,31.349999999999998,6,19
2010-12-01,85215,12.17,2,133
2010-12-01,85216,7.800000000000001,1,12
2010-12-01,85226A,0.0,0,1
2010-12-01,85227,139.5,16,126
2010-12-01,85230A,10.08,1,48
2010-12-01,85230B,30.959999999999997,4,120
2010-12-01,85230E,17.04,2,72
2010-12-01,85230F,30.959999999999997,4,120
2010-12-01,85230G,18.959999999999997,3,72
2010-12-01,85231B,201.29999999999998,22,213
2010-12-01,85231G,45.54,10,45
2010-12-01,85231b,1.66,0,1
2010-12-01,85232A,54.72,3,10
2010-12-01,85232B,128.70000000000005,6,26
2010-12-01,85232D,70.11,4,11
2010-12-01,90000B,6.37,0,1
2010-12-01,90000D,25.48,0,4
2010-12-01,90001C,4.24,0,1
2010-12-01,90001D,4.24,0,1
2010-12-01,90002D,26.25,3,16
2010-12-01,90003B,7.5600000000000005,1,2
2010-12-01,90003C,11.370000000000001,1,3
2010-12-01,90003D,18.75,2,5
2010-12-01,90003E,3.81,0,1
2010-12-01,90005A,21.93,0,11
2010-12-01,90010A,8.95,0,1
2010-12-01,90010B,37.44,0,4
2010-12-01,90010E,46.7,0,5
2010-12-01,90011A,2.96,0,1
2010-12-01,90011B,2.96,0,1
2010-12-01,90011D,2.96,0,1
2010-12-01,90012A,10.2,0,1
2010-12-01,90012B,9.95,0,1
2010-12-01,90013A,30.48,0,8
2010-12-01,90013B,33.92,0,8
2010-12-01,90013C,29.68,0,7
2010-12-01,90013D,12.72,0,3
2010-12-01,90014A,9.95,1,1
2010-12-01,90014B,20.57,1,2
2010-12-01,90018A,21.200000000000003,0,5
2010-12-01,90018B,8.48,0,2
2010-12-01,90019A,31.939999999999998,1,6
2010-12-01,90019B,5.51,0,1
2010-12-01,90019C,16.53,0,3
2010-12-01,90022,26.61,1,7
2010-12-01,90023,8.48,0,2
2010-12-01,90024C,8.49,0,1
2010-12-01,90024E,8.49,0,1
2010-12-01,90024F,8.49,0,1
2010-12-01,90027A,14.760000000000002,1,5
2010-12-01,90027B,2.96,0,1
2010-12-01,90027D,11.8,1,4
2010-12-01,90028,25.47,0,3
2010-12-01,90030B,23.76,0,4
2010-12-01,90030C,11.88,0,2
2010-12-01,90031,5.94,0,1
2010-12-01,90032,25.0,1,4
2010-12-01,90033,5.09,0,2
2010-12-01,90034,10.19,0,1
2010-12-01,90035A,10.75,1,1
2010-12-01,90036D,7.95,1,1
2010-12-01,90036E,7.95,1,1
2010-12-01,90036F,16.14,0,2
2010-12-01,90039B,3.81,0,1
2010-12-01,90039C,3.81,0,1
2010-12-01,90039D,3.81,0,1
2010-12-01,90040A,14.74,1,4
2010-12-01,90040B,18.12,1,5
2010-12-01,90040C,3.81,0,1
2010-12-01,90042A,2.55,1,1
2010-12-01,90042B,0.0,0,1
2010-12-01,90042C,5.08,0,12
2010-12-01,90050,6.95,0,1
2010-12-01,90051,21.39,0,3
2010-12-01,90053,2.55,0,1
2010-12-01,90054,5.09,0,2
2010-12-01,90055,2.54,0,1
2010-12-01,90056,11.05,0,1
2010-12-01,90057,390.0,3,312
2010-12-01,90058B,13.68,1,36
2010-12-01,90059A,8.45,0,5
2010-12-01,90059B,6.68,1,4
2010-12-01,90059C,1.65,1,1
2010-12-01,90059D,6.76,0,4
2010-12-01,90059E,10.02,1,6
2010-12-01,90060B,5.95,1,1
2010-12-01,90060D,17.85,3,3
2010-12-01,90060F,5.94,0,1
2010-12-01,90062,153.0,3,12
2010-12-01,90067A,2.95,1,1
2010-12-01,90070,25.48,0,4
2010-12-01,90071,7.56,0,6
2010-12-01,90072,8.48,0,2
2010-12-01,90073,25.45,0,5
2010-12-01,90074,9.77,0,1
2010-12-01,90076,2.96,0,1
2010-12-01,90077,5.92,0,2
2010-12-01,90078,15.0,1,2
2010-12-01,90081A,19.8,2,4
2010-12-01,90081C,19.939999999999998,1,4
2010-12-01,90082A,57.15,2,9
2010-12-01,90082B,107.94999999999999,4,17
2010-12-01,90082D,58.03,3,9
2010-12-01,90085,3.32,0,2
2010-12-01,90086,7.49,1,5
2010-12-01,90087,3.32,0,2
2010-12-01,90089,3.32,0,2
2010-12-01,90093,1.66,0,1
2010-12-01,90094,7.6499999999999995,2,3
2010-12-01,90096,22.83,0,9
2010-12-01,90099,25.379999999999995,0,7
2010-12-01,90101,5.08,0,2
2010-12-01,90103,2.54,0,1
2010-12-01,90104,6.66,1,8
2010-12-01,90108,15.75,2,15
2010-12-01,90112,2.1,0,2
2010-12-01,90114,25.139999999999997,1,10
2010-12-01,90115,45.18,0,18
2010-12-01,90116,7.529999999999999,0,3
2010-12-01,90120A,8.48,0,2
2010-12-01,90120B,4.24,0,1
2010-12-01,90120C,29.72,1,7
2010-12-01,90120D,4.25,1,1
2010-12-01,90122A,5.09,0,1
2010-12-01,90124B,10.17,0,1
2010-12-01,90125A,10.2,1,12
2010-12-01,90125B,4.21,0,1
2010-12-01,90125D,20.72,2,15
2010-12-01,90126A,3.36,0,1
2010-12-01,90128A,2.51,0,1
2010-12-01,90128B,3.76,1,2
2010-12-01,90128C,2.51,0,1
2010-12-01,90128D,2.51,0,1
2010-12-01,90129A,31.720000000000002,2,16
2010-12-01,90129B,47.03,1,26
2010-12-01,90129C,23.79,1,12
2010-12-01,90129D,3.32,0,2
2010-12-01,90129E,36.519999999999996,0,22
2010-12-01,90129F,27.48,1,15
2010-12-01,90130B,14.8,0,5
2010-12-01,90130C,11.84,0,4
2010-12-01,90132,5.09,0,1
2010-12-01,90133,14.99,1,3
2010-12-01,90134,35.519999999999996,0,12
2010-12-01,90136,9.95,1,1
2010-12-01,90138,5.51,0,1
2010-12-01,90140,7.64,0,1
2010-12-01,90141A,5.51,0,1
2010-12-01,90141B,5.09,0,1
2010-12-01,90141C,5.51,0,1
2010-12-01,90142A,5.09,0,1
2010-12-01,90142D,5.09,0,1
2010-12-01,90143,39.78,0,5
2010-12-01,90144,3.81,0,1
2010-12-01,90145,17.85,1,3
2010-12-01,90146,15.0,1,2
2010-12-01,90147,31.189999999999998,1,3
2010-12-01,90151,51.0,2,6
2010-12-01,90152A,5.51,0,1
2010-12-01,90152B,11.46,1,2
2010-12-01,90154,8.95,1,1
2010-12-01,90158,20.36,0,4
2010-12-01,90160A,20.85,1,3
2010-12-01,90160B,13.9,1,2
2010-12-01,90160C,41.97,2,6
2010-12-01,90160D,13.9,1,2
2010-12-01,90161A,25.31,1,5
2010-12-01,90161B,50.06,2,10
2010-12-01,90161C,30.119999999999997,1,6
2010-12-01,90161D,45.39,1,9
2010-12-01,90162B,8.850000000000001,2,3
2010-12-01,90162C,5.9,1,2
2010-12-01,90162D,8.850000000000001,2,3
2010-12-01,90164A,7.64,0,1
2010-12-01,90164B,7.64,0,1
2010-12-01,90165A,5.08,0,2
2010-12-01,90165B,5.09,1,2
2010-12-01,90166,4.24,0,1
2010-12-01,90167,8.5,1,20
2010-12-01,90168,2.96,0,1
2010-12-01,90169,7.62,0,3
2010-12-01,90170,28.13,2,17
2010-12-01,90173,71.67,2,19
2010-12-01,90174,2.54,0,1
2010-12-01,90175A,18.29,1,2
2010-12-01,90175B,9.34,0,1
2010-12-01,90175C,17.9,2,2
2010-12-01,90175D,17.9,1,2
2010-12-01,90176B,7.64,0,1
2010-12-01,90177B,5.91,1,2
2010-12-01,90177C,8.870000000000001,1,3
2010-12-01,90177D,8.870000000000001,1,3
2010-12-01,90177E,5.92,0,2
2010-12-01,90178A,59.699999999999996,4,5
2010-12-01,90178B,11.95,1,1
2010-12-01,90179A,5.95,1,1
2010-12-01,90179C,5.95,1,1
2010-12-01,90180A,9.95,1,1
2010-12-01,90181B,18.68,0,2
2010-12-01,90183A,8.879999999999999,0,3
2010-12-01,90183B,5.92,0,2
2010-12-01,90184A,44.75,1,5
2010-12-01,90184B,54.09,1,6
2010-12-01,90184C,9.34,0,1
2010-12-01,90185A,21.23,1,5
2010-12-01,90185B,4.220000000000001,2,1
2010-12-01,90185C,-0.00999999999999801,3,0
2010-12-01,90185D,42.480000000000004,4,10
2010-12-01,90186A,11.81,2,4
2010-12-01,90186B,8.870000000000001,1,3
2010-12-01,90187B,3.39,0,1
2010-12-01,90188,2.54,0,1
2010-12-01,90190B,2.96,0,1
2010-12-01,90190C,17.73,2,6
2010-12-01,90192,35.49,0,7
2010-12-01,90194,16.97,1,4
2010-12-01,90195A,62.65,3,7
2010-12-01,90195B,17.9,2,2
2010-12-01,90196A,63.75,2,5
2010-12-01,90196B,25.5,2,2
2010-12-01,90197B,10.18,0,2
2010-12-01,90198A,46.690000000000005,2,11
2010-12-01,90198B,4.25,1,1
2010-12-01,90199A,19.07,1,3
2010-12-01,90199B,12.74,0,2
2010-12-01,90199C,38.1,1,6
2010-12-01,90199D,6.35,1,1
2010-12-01,90200A,59.45,4,14
2010-12-01,90200B,67.99,6,16
2010-12-01,90200C,123.14,5,29
2010-12-01,90200D,123.18,6,29
2010-12-01,90200E,84.97,4,20
2010-12-01,90201A,2.96,0,1
2010-12-01,90201B,11.84,0,4
2010-12-01,90201C,2.96,0,1
2010-12-01,90201D,5.92,0,2
2010-12-01,90202A,5.92,0,2
2010-12-01,90202C,11.84,0,4
2010-12-01,90202D,2.96,0,1
2010-12-01,90204,20.1,3,6
2010-12-01,90205A,8.45,0,5
2010-12-01,90205C,1.69,0,1
2010-12-01,90206A,10.18,0,2
2010-12-01,90206C,20.36,0,4
2010-12-01,90208,12.7,0,5
2010-12-01,90209B,27.429999999999996,0,13
2010-12-01,90209C,35.81,1,17
2010-12-01,90210A,31.25,2,25
2010-12-01,90210B,23.86,3,15
2010-12-01,90210C,92.96000000000001,2,73
2010-12-01,90210D,106.25,3,85
2010-12-01,90211A,23.76,0,4
2010-12-01,90211B,17.82,1,3
2010-12-01,90212B,22.68,1,6
2010-12-01,90212C,11.25,1,3
2010-12-01,90214A,9.35,0,11
2010-12-01,90214B,5.5,1,6
2010-12-01,90214C,14.0,1,16
2010-12-01,90214D,4.65,1,5
2010-12-01,90214E,9.35,0,11
2010-12-01,90214F,1.7,0,2
2010-12-01,90214G,4.25,0,5
2010-12-01,90214H,6.8,0,8
2010-12-01,90214I,2.55,0,3
2010-12-01,90214J,9.7,1,10
2010-12-01,90214K,5.9,1,6
2010-12-01,90214L,5.1,0,6
2010-12-01,90214M,15.95,1,15
2010-12-01,90214N,3.4,0,4
2010-12-01,90214O,0.85,0,1
2010-12-01,90214P,3.4,0,4
2010-12-01,90214R,5.1,0,6
2010-12-01,90214S,8.85,1,9
2010-12-01,90214T,0.85,0,1
2010-12-01,90214V,2.1,1,2
2010-12-01,90214Y,0.85,0,1
2010-12-01,90214Z,2.55,0,3
2010-12-01,AMAZONFEE,-39243.08,0,-5
2010-12-01,BANK CHARGES,-1047.3,1,-1
2010-12-01,C2,600.0,5,10
2010-12-01,D,-693.98,4,-8
2010-12-01,DCGS0003,5.02,0,2
2010-12-01,DCGS0070,12.72,0,1
2010-12-01,DCGS0076,48.39,0,3
2010-12-01,DOT,24671.19,0,54
2010-12-01,M,-53.90999999999999,21,191
2010-12-01,POST,4386.0,54,215
2010-12-01,S,-64.95,0,-2
2010-12-01,gift_0001_40,34.04,0,1
2010-12-01,gift_0001_50,42.55,0,1
2010-12-01,m,2.55,0,1
2011-01-01,10002,291.37,18,340
2011-01-01,10125,109.65,7,213
2011-01-01,10133,113.84,4,180
2011-01-01,10135,487.38,15,613
2011-01-01,11001,57.44,2,33
2011-01-01,15034,31.050000000000004,1,177
2011-01-01,15036,244.12,10,377
2011-01-01,15039,74.91,2,54
2011-01-01,15044A,59.0,3,20
2011-01-01,15044B,70.80000000000001,2,24
2011-01-01,15044C,40.53,0,7
2011-01-01,15044D,100.19,4,33
2011-01-01,15056BL,1047.88,18,193
2011-01-01,15056N,828.09,23,138
2011-01-01,15056P,97.06,7,15
2011-01-01,15056bl,37.38,0,3
2011-01-01,15056n,24.92,0,2
2011-01-01,15056p,24.92,0,2
2011-01-01,15058B,23.85,1,3
2011-01-01,15060B,191.29,8,45
2011-01-01,16011,40.11,4,191
2011-01-01,16012,20.16,3,96
2011-01-01,16014,4.2,1,10
2011-01-01,16015,10.0,1,20
2011-01-01,16016,34.0,3,40
2011-01-01,16033,14.4,1,120
2011-01-01,16048,0.85,0,1
2011-01-01,16052,12.6,1,27
2011-01-01,16156L,21.0,2,50
2011-01-01,16156S,147.0,13,350
2011-01-01,16161P,189.42,17,451
2011-01-01,16161U,126.0,12,300
2011-01-01,16162L,0.65,0,1
2011-01-01,16168M,13.45,2,31
2011-01-01,16169K,42.0,4,100
2011-01-01,16169M,21.0,2,50
2011-01-01,16206B,6.25,1,5
2011-01-01,16207B,8.850000000000001,2,3
2011-01-01,16219,5.859999999999999,1,14
2011-01-01,16225,80.56,4,138
2011-01-01,16235,51.72,5,219
2011-01-01,16236,27.11,3,122
2011-01-01,16237,81.15,9,393
2011-01-01,16238,12.61,2,58
2011-01-01,16258A,24.36,4,58
2011-01-01,17003,525.5,8,3181
2011-01-01,17011A,0.0,0,-61
2011-01-01,17011F,12.6,1,6
2011-01-01,17012A,40.1,1,16
2011-01-01,17012B,63.03,1,25
2011-01-01,17012C,25.34,1,10
2011-01-01,17012D,35.41,2,14
2011-01-01,17012F,29.77,0,12
2011-01-01,17013D,60.120000000000005,2,108
2011-01-01,17021,145.8,2,606
2011-01-01,17028J,2.52,1,6
2011-01-01,17038,10.8,2,108
2011-01-01,17084A,10.5,1,50
2011-01-01,17084J,10.5,1,50
2011-01-01,17084N,33.44,2,117
2011-01-01,17084P,13.08,1,56
2011-01-01,17090A,7.5,1,6
2011-01-01,17091A,8.75,2,7
2011-01-01,17091J,52.25,4,116
2011-01-01,17096,42.22,4,199
2011-01-01,17107D,15.3,1,6
2011-01-01,17129F,22.82,0,14
2011-01-01,17164B,7.140000000000001,5,17
2011-01-01,17165D,9.450000000000001,3,8
2011-01-01,17174,0.42,1,1
2011-01-01,18007,6.45,1,29
2011-01-01,18094C,5.02,0,2
2011-01-01,18097C,154.68,3,69
2011-01-01,18098C,142.71,10,49
2011-01-01,20615,56.14,3,30
2011-01-01,20616,16.98,1,10
2011-01-01,20617,21.53,3,12
2011-01-01,20618,38.129999999999995,3,22
2011-01-01,20619,50.089999999999996,4,41
2011-01-01,20622,52.66,4,42
2011-01-01,20652,71.97,3,82
2011-01-01,20653,14.389999999999999,0,17
2011-01-01,20654,25.09,4,25
2011-01-01,20655,45.91,3,41
2011-01-01,20657,1.25,1,1
2011-01-01,20658,49.92,10,38
2011-01-01,20659,18.13,1,21
2011-01-01,20662,33.050000000000004,2,12
2011-01-01,20663,25.439999999999998,1,10
2011-01-01,20665,88.08000000000001,3,24
2011-01-01,20668,11.17,1,78
2011-01-01,20669,69.76,7,50
2011-01-01,20674,269.91,15,223
2011-01-01,20675,473.07000000000005,15,398
2011-01-01,20676,1040.32,25,764
2011-01-01,20677,356.91,11,274
2011-01-01,20679,815.77,21,145
2011-01-01,20681,179.01,15,53
2011-01-01,20682,430.53999999999996,19,130
2011-01-01,20684,78.0,6,24
2011-01-01,20685,2304.08,51,307
2011-01-01,20686,26.0,2,8
2011-01-01,20696,39.83,0,12
2011-01-01,20697,2.55,1,1
2011-01-01,20698,7.6499999999999995,2,3
2011-01-01,20699,149.29,1,44
2011-01-01,20700,20.34,0,2
2011-01-01,20702,46.75,4,11
2011-01-01,20704,123.63,5,57
2011-01-01,20705,93.6,4,48
2011-01-01,20707,14.8,1,7
2011-01-01,20711,1094.46,23,564
2011-01-01,20712,1103.52,33,437
2011-01-01,20713,1369.66,27,716
2011-01-01,20716,68.68,4,52
2011-01-01,20717,706.92,15,730
2011-01-01,20718,648.37,24,471
2011-01-01,20719,1072.5,33,837
2011-01-01,20723,562.59,22,442
2011-01-01,20724,1222.37,32,957
2011-01-01,20725,2376.5,65,1481
2011-01-01,20726,1159.93,40,574
2011-01-01,20727,1327.67,47,713
2011-01-01,20728,1193.12,46,640
2011-01-01,20731,3.75,1,3
2011-01-01,20733,53.25,3,63
2011-01-01,20734,127.41,0,77
2011-01-01,20735,76.17,2,64
2011-01-01,20748,76.5,2,46
2011-01-01,20749,606.9,15,86
2011-01-01,20750,1235.08,29,176
2011-01-01,20751,251.76000000000002,10,130
2011-01-01,20752,115.36,14,53
2011-01-01,20754,177.91,18,72
2011-01-01,20756,2.55,1,3
2011-01-01,20758,5.1,2,6
2011-01-01,20759,2.55,1,3
2011-01-01,20761,22.5,3,6
2011-01-01,20762,29.96,3,7
2011-01-01,20763,11.21,1,2
2011-01-01,20764,44.96,1,11
2011-01-01,20765,11.25,2,3
2011-01-01,20766,18.83,1,3
2011-01-01,20767,63.47,5,23
2011-01-01,20768,15.3,1,6
2011-01-01,20769,14.88,0,3
2011-01-01,20770,115.64000000000001,3,52
2011-01-01,20772,43.35,5,17
2011-01-01,20773,4.949999999999999,1,3
2011-01-01,20774,6.6,2,4
2011-01-01,20775,9.9,1,6
2011-01-01,20777,3.3,2,2
2011-01-01,20778,6.6,2,4
2011-01-01,20781,5.49,1,1
2011-01-01,20782,16.47,2,3
2011-01-01,20785,39.95,1,1
2011-01-01,20794,10.02,0,2
2011-01-01,20795,16.73,1,7
2011-01-01,20798,21.0,2,15
2011-01-01,20801,484.86,8,339
2011-01-01,20802,54.599999999999994,1,48
2011-01-01,20803,129.29,5,301
2011-01-01,20818,14.96,1,3
2011-01-01,20819,27.38,1,10
2011-01-01,20826,12.72,1,6
2011-01-01,20828,260.97,13,91
2011-01-01,20829,191.03,8,90
2011-01-01,20830,113.97,3,32
2011-01-01,20831,45.72,1,14
2011-01-01,20832,86.98,8,104
2011-01-01,20839,9.13,0,1
2011-01-01,20845,12.7,2,2
2011-01-01,20846,74.76,5,54
2011-01-01,20847,14.92,0,2
2011-01-01,20851,11.9,1,2
2011-01-01,20854,242.68,3,78
2011-01-01,20856,78.92,2,48
2011-01-01,20857,0.0,1,0
2011-01-01,20864,0.0,0,-1
2011-01-01,20866,142.55,4,157
2011-01-01,20867,98.95,1,117
2011-01-01,20868,14.25,0,17
2011-01-01,20869,6.680000000000001,0,8
2011-01-01,20886,106.44999999999999,10,49
2011-01-01,20892,0.0,0,-2
2011-01-01,20893,38.11,2,14
2011-01-01,20897,5.9,1,2
2011-01-01,20898,38.35000000000001,1,13
2011-01-01,20902,12.72,0,1
2011-01-01,20903,25.16,1,3
2011-01-01,20910,0.0,0,-1
2011-01-01,20914,1625.57,42,603
2011-01-01,20931,26.37,2,6
2011-01-01,20932,15.0,1,4
2011-01-01,20933,15.0,2,4
2011-01-01,20934,22.8,4,4
2011-01-01,20936,8.850000000000001,2,3
2011-01-01,20941,-1.25,2,-1
2011-01-01,20956,17.46,1,13
2011-01-01,20960,9.84,0,4
2011-01-01,20961,108.35,5,77
2011-01-01,20963,128.05,6,83
2011-01-01,20966,108.25,8,72
2011-01-01,20967,183.67,9,47
2011-01-01,20969,210.17,7,58
2011-01-01,20970,82.5,7,22
2011-01-01,20971,710.41,29,607
2011-01-01,20972,563.34,28,458
2011-01-01,20973,131.64,12,183
2011-01-01,20974,183.95000000000002,20,271
2011-01-01,20975,217.55,20,307
2011-01-01,20977,75.0,7,60
2011-01-01,20978,97.46000000000001,8,72
2011-01-01,20979,83.55,8,57
2011-01-01,20980,-6.25,3,-5
2011-01-01,20981,44.04,5,48
2011-01-01,20982,33.15,7,39
2011-01-01,20983,54.39999999999999,7,64
2011-01-01,20984,10.2,4,12
2011-01-01,20985,344.42,14,304
2011-01-01,20986,12.469999999999999,1,8
2011-01-01,20992,34.0,7,40
2011-01-01,20996,28.5,5,62
2011-01-01,20998,89.77000000000001,2,29
2011-01-01,21000,61.97,1,17
2011-01-01,21001,21.05,0,5
2011-01-01,21002,138.54,1,41
2011-01-01,21003,12.7,1,2
2011-01-01,21012,210.85,0,85
2011-01-01,21014,7.62,0,6
2011-01-01,21015,10.120000000000001,0,8
2011-01-01,21025,47.86,1,52
2011-01-01,21026,64.55,0,77
2011-01-01,21027,44.02,1,50
2011-01-01,21028,36.44,1,42
2011-01-01,21030,13.52,0,16
2011-01-01,21031,7.609999999999999,0,9
2011-01-01,21032,20.91,0,25
2011-01-01,21033,899.97,7,350
2011-01-01,21034,121.6,56,128
2011-01-01,21035,438.91,17,113
2011-01-01,21039,91.8,8,36
2011-01-01,21040,7.649999999999999,1,3
2011-01-01,21041,342.44000000000005,13,88
2011-01-01,21042,318.93,13,48
2011-01-01,21043,164.69,2,37
2011-01-01,21051,126.71,0,77
2011-01-01,21054,116.35,4,13
2011-01-01,21055,161.12,5,20
2011-01-01,21056,89.5,4,10
2011-01-01,21058,136.53,12,156
2011-01-01,21059,47.529999999999994,9,55
2011-01-01,21060,29.54,7,32
2011-01-01,21061,32.8,6,34
2011-01-01,21062,30.599999999999998,7,36
2011-01-01,21063,50.82,12,57
2011-01-01,21064,23.8,1,4
2011-01-01,21065,190.18,4,132
2011-01-01,21066,16.25,3,13
2011-01-01,21067,107.88,7,64
2011-01-01,21068,297.18,17,230
2011-01-01,21069,201.18,9,144
2011-01-01,21070,33.519999999999996,2,20
2011-01-01,21071,188.24,13,146
2011-01-01,21078,222.57,14,284
2011-01-01,21080,803.15,62,954
2011-01-01,21082,27.71,0,17
2011-01-01,21084,17.55,3,27
2011-01-01,21086,325.12,21,528
2011-01-01,21088,22.240000000000002,2,28
2011-01-01,21090,25.349999999999998,2,27
2011-01-01,21094,507.28,26,652
2011-01-01,21095,1.7,1,2
2011-01-01,21096,28.699999999999996,2,29
2011-01-01,21098,32.32,1,19
2011-01-01,21100,15.69,1,5
2011-01-01,21106,11.58,0,2
2011-01-01,21107,47.10000000000001,2,14
2011-01-01,21108,6870.410000000001,11,3246
2011-01-01,21109,871.48,9,358
2011-01-01,21110,1577.3899999999999,12,555
2011-01-01,21111,419.62,7,261
2011-01-01,21112,411.99,5,261
2011-01-01,21114,164.76999999999998,11,124
2011-01-01,21115,142.38,9,20
2011-01-01,21116,228.66,7,36
2011-01-01,21117,6.75,1,1
2011-01-01,21121,769.0,27,657
2011-01-01,21122,332.46,22,260
2011-01-01,21123,112.47,7,88
2011-01-01,21124,476.53000000000003,17,425
2011-01-01,21125,105.0,6,84
2011-01-01,21126,118.76,10,94
2011-01-01,21128,39.08,1,4
2011-01-01,21129,6.95,1,1
2011-01-01,21131,8.29,0,1
2011-01-01,21132,17.0,1,4
2011-01-01,21135,147.17,10,73
2011-01-01,21136,270.4,17,160
2011-01-01,21137,817.58,16,230
2011-01-01,21144,-4.5600000000000005,1,-12
2011-01-01,21147,39.809999999999995,0,16
2011-01-01,21154,204.6,17,148
2011-01-01,21155,299.68,26,133
2011-01-01,21156,664.76,23,368
2011-01-01,21157,24.78,0,6
2011-01-01,21158,9.48,2,4
2011-01-01,21159,8.7,3,6
2011-01-01,21161,30.7,5,16
2011-01-01,21162,13.05,4,9
2011-01-01,21163,28.9,3,11
2011-01-01,21164,300.90000000000003,16,94
2011-01-01,21165,391.71,21,251
2011-01-01,21166,769.03,41,391
2011-01-01,21167,21.85,1,77
2011-01-01,21169,260.95,15,155
2011-01-01,21171,35.55,4,21
2011-01-01,21174,263.2,15,124
2011-01-01,21175,4572.16,45,2410
2011-01-01,21179,52.04,7,40
2011-01-01,21181,1293.43,58,620
2011-01-01,21187,9.870000000000001,0,3
2011-01-01,21188,141.49,6,47
2011-01-01,21189,20.16,0,6
2011-01-01,21190,3.3,1,2
2011-01-01,21191,12.39,0,3
2011-01-01,21192,6.58,0,2
2011-01-01,21194,46.66,0,27
2011-01-01,21195,494.12,8,329
2011-01-01,21196,19.8,1,12
2011-01-01,21197,39.96,2,60
2011-01-01,21198,215.7,12,414
2011-01-01,21199,255.74,15,475
2011-01-01,21200,241.46,5,262
2011-01-01,21201,225.49,6,93
2011-01-01,21202,113.4,4,156
2011-01-01,21204,39.599999999999994,5,24
2011-01-01,21205,118.02999999999999,6,47
2011-01-01,21206,257.01,13,295
2011-01-01,21207,49.47,6,30
2011-01-01,21208,88.80000000000001,2,54
2011-01-01,21209,121.4,2,128
2011-01-01,21210,590.1899999999999,37,413
2011-01-01,21211,17.53,3,10
2011-01-01,21212,1675.1699999999998,60,3409
2011-01-01,21213,400.38,29,794
2011-01-01,21215,68.18,3,60
2011-01-01,21216,966.19,20,188
2011-01-01,21217,1097.55,22,113
2011-01-01,21218,707.18,10,184
2011-01-01,21219,96.27,3,103
2011-01-01,21220,76.22,2,84
2011-01-01,21221,40.98,1,44
2011-01-01,21222,44.96,1,48
2011-01-01,21224,100.87,6,87
2011-01-01,21231,814.72,30,711
2011-01-01,21232,781.64,37,641
2011-01-01,21238,391.86,18,483
2011-01-01,21239,327.16,13,406
2011-01-01,21240,404.17,15,514
2011-01-01,21242,688.79,17,433
2011-01-01,21243,427.02,9,271
2011-01-01,21244,478.46,12,300
2011-01-01,21245,307.75,11,191
2011-01-01,21246,239.38000000000002,4,46
2011-01-01,21248,17.79,2,7
2011-01-01,21249,282.79,12,97
2011-01-01,21250,5.79,0,1
2011-01-01,21251,123.90000000000002,7,42
2011-01-01,21253,41.010000000000005,0,7
2011-01-01,21257,507.95,9,59
2011-01-01,21258,368.21999999999997,9,-1
2011-01-01,21259,325.22,15,56
2011-01-01,21260,230.75,10,71
2011-01-01,21261,15.24,0,2
2011-01-01,21262,-11.36,1,1
2011-01-01,21264,5.91,0,1
2011-01-01,21265,5.79,0,1
2011-01-01,21269,17.0,2,2
2011-01-01,21270,268.34,0,32
2011-01-01,21272,99.18,8,74
2011-01-01,21275,151.32999999999998,4,2
2011-01-01,21277,43.9,2,2
2011-01-01,21278,30.6,3,12
2011-01-01,21279,35.38,2,11
2011-01-01,21280,15.3,1,6
2011-01-01,21281,15.3,1,6
2011-01-01,21282,0.0,0,-1
2011-01-01,21284,6.67,1,3
2011-01-01,21286,14.98,0,3
2011-01-01,21287,15.0,1,12
2011-01-01,21288,32.46,3,10
2011-01-01,21289,262.5,3,210
2011-01-01,21291,40.8,3,48
2011-01-01,21292,259.36,2,400
2011-01-01,21294,22.52,3,16
2011-01-01,21306,4.200000000000001,2,2
2011-01-01,21307,6.300000000000001,1,3
2011-01-01,21313,287.0,17,338
2011-01-01,21314,627.08,35,277
2011-01-01,21316,41.09,1,11
2011-01-01,21317,21.8,2,4
2011-01-01,21318,52.75,5,27
2011-01-01,21319,31.33,3,17
2011-01-01,21320,30.18,1,9
2011-01-01,21324,88.52000000000001,7,33
2011-01-01,21326,324.84,13,442
2011-01-01,21327,119.5,10,61
2011-01-01,21328,120.81,12,60
2011-01-01,21329,97.53999999999999,10,43
2011-01-01,21332,63.75,2,5
2011-01-01,21333,53.1,5,18
2011-01-01,21340,966.8,16,91
2011-01-01,21344,20.79,0,1
2011-01-01,21348,291.5,3,122
2011-01-01,21351,-47.25,2,-7
2011-01-01,21352,44.04,1,8
2011-01-01,21354,148.73,11,118
2011-01-01,21355,541.07,47,428
2011-01-01,21356,68.72,5,53
