d,StockCode,revenue,cnt_cus,cnt_pro,cnt_trans
2011-01-13,21169,4.13,0,1,1
2011-01-13,21171,2.9,1,2,1
2011-01-13,21174,7.8,1,4,2
2011-01-13,21175,29.400000000000002,2,14,2
2011-01-13,21179,1.25,1,1,1
2011-01-13,21181,10.43,2,4,3
2011-01-13,21194,4.89,0,3,2
2011-01-13,21195,29.34,0,18,2
2011-01-13,21198,19.8,1,12,1
2011-01-13,21200,9.78,0,6,2
2011-01-13,21208,3.26,0,2,1
2011-01-13,21209,14.67,0,9,2
2011-01-13,21210,37.72,2,25,3
2011-01-13,21212,40.849999999999994,3,73,4
2011-01-13,21213,3.3000000000000003,1,6,1
2011-01-13,21215,1.25,0,1,1
2011-01-13,21217,29.85,1,3,1
2011-01-13,21219,4.98,0,6,2
2011-01-13,21220,6.640000000000001,0,8,2
2011-01-13,21221,5.8100000000000005,0,7,2
2011-01-13,21222,7.470000000000001,0,9,2
2011-01-13,21224,12.5,1,10,1
2011-01-13,21231,15.0,1,12,1
2011-01-13,21232,10.0,1,8,1
2011-01-13,21238,7.6499999999999995,2,9,2
2011-01-13,21239,3.26,0,2,1
2011-01-13,21240,3.26,0,2,1
2011-01-13,21258,-20.099999999999994,2,-2,2
2011-01-13,21259,5.95,1,1,1
2011-01-13,21260,19.5,1,6,1
2011-01-13,21270,16.58,0,2,1
2011-01-13,21272,2.46,0,1,1
2011-01-13,21284,3.29,0,1,1
2011-01-13,21314,4.13,0,1,1
2011-01-13,21326,1.63,0,1,1
2011-01-13,21328,4.9399999999999995,1,2,2
2011-01-13,21329,3.3,1,2,1
2011-01-13,21340,25.5,1,2,1
2011-01-13,21355,2.5,1,2,1
2011-01-13,21360,9.95,1,1,1
2011-01-13,21363,59.400000000000006,1,12,1
2011-01-13,21371,4.96,0,1,1
2011-01-13,21380,17.700000000000003,1,6,1
2011-01-13,21382,17.700000000000003,1,6,1
2011-01-13,21383,7.800000000000001,1,12,1
2011-01-13,21385,1.63,0,1,1
2011-01-13,21390,6.21,1,4,2
2011-01-13,21398,8.26,0,2,1
2011-01-13,21399,8.26,0,2,1
2011-01-13,21402,1.66,0,2,1
2011-01-13,21403,0.83,0,1,1
2011-01-13,21411,12.75,1,3,1
2011-01-13,21424,122.4,1,48,1
2011-01-13,21425,61.2,1,24,1
2011-01-13,21426,88.80000000000001,1,48,1
2011-01-13,21427,8.4,1,4,1
2011-01-13,21429,4.949999999999999,1,3,1
2011-01-13,21430,7.5,1,2,1
2011-01-13,21446,2.5,1,2,1
2011-01-13,21447,2.46,0,1,1
2011-01-13,21448,28.05,3,17,3
2011-01-13,21454,2.55,1,3,1
2011-01-13,21455,4.18,1,4,2
2011-01-13,21462,13.5,1,2,1
2011-01-13,21471,22.5,1,6,1
2011-01-13,21479,22.46,1,5,2
2011-01-13,21481,5.79,0,1,1
2011-01-13,21485,89.10000000000001,2,18,2
2011-01-13,21494,34.449999999999996,1,23,3
2011-01-13,21495,10.5,1,25,1
2011-01-13,21498,31.5,2,75,2
2011-01-13,21499,21.0,1,50,1
2011-01-13,21500,10.5,1,25,1
2011-01-13,21504,5.04,1,12,1
2011-01-13,21507,5.04,1,12,1
2011-01-13,21508,1.66,0,2,1
2011-01-13,21518,4.2,0,10,2
2011-01-13,21519,5.04,1,12,1
2011-01-13,21520,0.84,0,2,1
2011-01-13,21523,99.3,2,14,2
2011-01-13,21527,99.30000000000001,2,14,2
2011-01-13,21528,13.29,0,1,1
2011-01-13,21531,33.15,3,13,3
2011-01-13,21533,39.66,2,7,3
2011-01-13,21534,14.85,1,3,1
2011-01-13,21535,20.4,2,8,2
2011-01-13,21539,29.7,2,6,2
2011-01-13,21544,10.2,1,12,1
2011-01-13,21557,44.760000000000005,1,17,3
2011-01-13,21559,15.3,1,6,1
2011-01-13,21561,15.3,1,6,1
2011-01-13,21563,79.65,3,27,3
2011-01-13,21564,14.64,1,4,2
2011-01-13,21584,9.9,1,6,1
2011-01-13,21618,4.92,0,2,1
2011-01-13,21621,33.629999999999995,1,3,2
2011-01-13,21622,9.9,1,2,1
2011-01-13,21627,29.17,0,1,1
2011-01-13,21628,29.17,0,1,1
2011-01-13,21631,118.5,1,30,1
2011-01-13,21632,0.0,0,-41,1
2011-01-13,21633,126.78999999999999,1,31,2
2011-01-13,21650,0.42,0,1,1
2011-01-13,21656,65.8,0,20,1
2011-01-13,21658,24.87,0,3,1
2011-01-13,21668,30.0,2,24,2
2011-01-13,21669,15.0,1,12,1
2011-01-13,21670,15.0,1,12,1
2011-01-13,21672,7.5,1,6,1
2011-01-13,21673,37.5,2,30,2
2011-01-13,21675,3.16,0,4,1
2011-01-13,21676,1.58,0,2,1
2011-01-13,21677,0.79,0,1,1
2011-01-13,21678,1.58,0,2,1
2011-01-13,21679,10.2,1,12,1
2011-01-13,21680,10.2,1,12,1
2011-01-13,21715,20.4,1,8,1
2011-01-13,21716,20.4,1,8,1
2011-01-13,21718,15.0,1,12,1
2011-01-13,21730,9.96,0,1,1
2011-01-13,21731,9.87,0,3,1
2011-01-13,21733,17.700000000000003,1,6,1
2011-01-13,21735,-12.75,1,-1,1
2011-01-13,21754,41.11,1,5,2
2011-01-13,21755,59.50000000000001,3,10,3
2011-01-13,21773,10.0,0,8,2
2011-01-13,21774,21.25,1,17,3
2011-01-13,21775,22.5,1,18,3
2011-01-13,21781,14.95,1,1,1
2011-01-13,21786,10.08,1,24,1
2011-01-13,21787,20.4,1,24,1
2011-01-13,21790,3.26,0,2,2
2011-01-13,21801,4.2,0,10,2
2011-01-13,21802,4.2,0,10,2
2011-01-13,21803,4.2,0,10,2
2011-01-13,21830,10.08,1,24,1
2011-01-13,21843,21.9,1,2,1
2011-01-13,21844,35.400000000000006,1,12,1
2011-01-13,21846,9.78,0,6,2
2011-01-13,21847,6.52,0,4,2
2011-01-13,21849,3.26,0,2,1
2011-01-13,21866,5.0,1,4,1
2011-01-13,21868,3.29,0,1,1
2011-01-13,21870,3.29,0,1,1
2011-01-13,21873,1.63,0,1,1
2011-01-13,21874,3.29,0,1,1
2011-01-13,21876,33.5,1,74,2
2011-01-13,21878,1.63,0,1,1
2011-01-13,21879,8.760000000000002,1,34,3
2011-01-13,21881,0.84,0,2,1
2011-01-13,21882,1.68,0,4,2
2011-01-13,21883,2.94,0,7,1
2011-01-13,21884,2.94,0,7,2
2011-01-13,21894,3.71,0,2,2
2011-01-13,21900,3.26,0,2,2
2011-01-13,21901,6.5,1,10,1
2011-01-13,21906,54.0,2,8,2
2011-01-13,21907,4.2,1,2,1
2011-01-13,21908,10.5,2,5,2
2011-01-13,21913,9.870000000000001,0,3,2
2011-01-13,21914,15.0,1,12,1
2011-01-13,21915,15.0,1,12,1
2011-01-13,21928,31.659999999999997,2,14,3
2011-01-13,21929,4.13,0,1,1
2011-01-13,21930,12.39,0,3,2
2011-01-13,21931,16.29,1,5,3
2011-01-13,21934,9.78,0,6,2
2011-01-13,21935,14.67,0,9,2
2011-01-13,21936,14.75,1,5,1
2011-01-13,21947,3.75,0,3,2
2011-01-13,21948,6.25,0,5,2
2011-01-13,21949,6.25,0,5,2
2011-01-13,21955,7.95,1,1,1
2011-01-13,21974,17.4,1,12,1
2011-01-13,21975,16.5,2,30,2
2011-01-13,21976,3.3000000000000003,1,6,1
2011-01-13,21977,13.2,1,24,1
2011-01-13,21982,0.83,0,1,1
2011-01-13,21983,0.83,0,1,1
2011-01-13,21984,0.83,0,1,1
2011-01-13,21985,20.879999999999995,3,72,3
2011-01-13,21987,7.800000000000001,1,12,1
2011-01-13,21988,10.2,1,12,1
2011-01-13,21989,10.2,1,12,1
2011-01-13,21990,12.3,0,5,2
2011-01-13,21991,4.92,0,2,2
2011-01-13,21992,19.68,0,8,2
2011-01-13,21993,7.38,0,3,2
2011-01-13,22021,13.2,2,8,2
2011-01-13,22023,5.04,1,12,1
2011-01-13,22024,4.98,0,6,2
2011-01-13,22028,5.87,1,13,2
2011-01-13,22029,0.83,0,1,1
2011-01-13,22030,5.04,1,12,1
2011-01-13,22031,6.72,1,16,2
2011-01-13,22032,0.42,0,1,1
2011-01-13,22033,10.08,1,24,1
2011-01-13,22035,0.83,0,1,1
2011-01-13,22037,0.83,0,1,1
2011-01-13,22066,17.4,1,12,1
2011-01-13,22070,3.29,0,1,1
2011-01-13,22072,52.5,3,14,3
2011-01-13,22074,26.68,1,44,3
2011-01-13,22076,19.8,1,12,1
2011-01-13,22077,9.9,1,6,1
2011-01-13,22079,16.5,2,10,2
2011-01-13,22080,24.7,1,10,2
2011-01-13,22082,3.29,0,1,1
2011-01-13,22083,29.28,1,8,3
2011-01-13,22085,17.700000000000003,1,6,1
2011-01-13,22087,8.850000000000001,1,3,1
2011-01-13,22089,5.9,1,2,1
2011-01-13,22090,11.690000000000001,1,3,2
2011-01-13,22095,2.46,0,1,1
2011-01-13,22098,15.0,1,12,1
2011-01-13,22099,15.0,1,12,1
2011-01-13,22100,2.46,0,1,1
2011-01-13,22110,32.9,0,10,2
2011-01-13,22111,210.96,3,32,5
2011-01-13,22112,14.85,1,3,1
2011-01-13,22113,101.25,4,27,4
2011-01-13,22117,1.63,0,1,1
2011-01-13,22120,19.96,0,1,1
2011-01-13,22128,15.0,1,12,1
2011-01-13,22131,14.11,1,5,3
2011-01-13,22132,10.2,1,12,1
2011-01-13,22134,11.76,2,28,3
2011-01-13,22135,6.72,2,16,3
2011-01-13,22136,3.29,0,1,1
2011-01-13,22138,14.85,1,3,1
2011-01-13,22139,59.400000000000006,3,12,3
2011-01-13,22141,4.13,0,1,1
2011-01-13,22144,4.13,0,1,1
2011-01-13,22148,9.98,1,4,2
2011-01-13,22149,25.2,2,12,2
2011-01-13,22150,11.7,1,6,1
2011-01-13,22151,10.92,2,26,2
2011-01-13,22161,3.16,0,4,2
2011-01-13,22162,9.870000000000001,0,3,2
2011-01-13,22166,7.46,0,1,1
2011-01-13,22168,8.5,2,2,2
2011-01-13,22169,25.13,1,2,2
2011-01-13,22173,5.79,0,1,1
2011-01-13,22175,35.400000000000006,2,12,2
2011-01-13,22176,35.400000000000006,2,12,2
2011-01-13,22178,24.84,1,16,2
2011-01-13,22179,13.5,1,2,1
2011-01-13,22182,4.95,1,1,1
2011-01-13,22183,11.58,0,2,1
2011-01-13,22184,8.29,0,1,1
2011-01-13,22190,25.200000000000003,1,12,1
2011-01-13,22195,14.84,2,8,3
2011-01-13,22196,2.55,1,3,1
2011-01-13,22197,29.33,1,29,3
2011-01-13,22201,6.58,0,2,2
2011-01-13,22202,7.46,0,1,1
2011-01-13,22204,3.29,0,1,1
2011-01-13,22207,8.29,0,1,1
2011-01-13,22208,74.49,1,51,2
2011-01-13,22210,1.63,0,1,1
2011-01-13,22211,1.63,0,1,1
2011-01-13,22212,4.13,0,1,1
2011-01-13,22214,11.409999999999998,0,7,2
2011-01-13,22215,8.5,1,1,1
2011-01-13,22216,7.9,0,10,1
2011-01-13,22219,9.92,1,8,2
2011-01-13,22222,28.91,0,7,2
2011-01-13,22223,12.39,0,3,2
2011-01-13,22224,5.79,0,1,1
2011-01-13,22227,1.95,1,3,1
2011-01-13,22228,2.55,1,3,1
2011-01-13,22229,2.55,1,3,1
2011-01-13,22236,12.75,1,1,1
2011-01-13,22241,3.75,1,3,1
2011-01-13,22242,3.29,0,1,1
2011-01-13,22245,10.2,1,12,1
2011-01-13,22247,3.95,0,5,1
2011-01-13,22248,2.37,0,3,1
2011-01-13,22249,7.9,0,10,2
2011-01-13,22250,9.48,0,12,2
2011-01-13,22257,1.66,0,2,1
2011-01-13,22258,4.98,0,6,2
2011-01-13,22259,1.66,0,2,1
2011-01-13,22260,10.2,1,12,1
2011-01-13,22261,10.2,1,12,1
2011-01-13,22262,20.4,2,24,2
2011-01-13,22265,1.25,0,1,1
2011-01-13,22266,1.25,0,1,1
2011-01-13,22270,30.0,2,8,2
2011-01-13,22271,41.300000000000004,3,14,3
2011-01-13,22272,17.700000000000003,1,6,1
2011-01-13,22273,26.550000000000004,2,9,2
2011-01-13,22279,8.3,0,10,2
2011-01-13,22280,7.470000000000001,0,9,2
2011-01-13,22282,37.71,1,2,2
2011-01-13,22285,39.6,1,24,1
2011-01-13,22287,6.6,1,4,1
2011-01-13,22294,9.96,1,7,2
2011-01-13,22295,3.29,0,1,1
2011-01-13,22296,11.53,1,5,2
2011-01-13,22300,35.56,1,13,2
2011-01-13,22301,50.44,1,16,3
2011-01-13,22302,15.3,1,6,1
2011-01-13,22303,45.9,1,18,1
2011-01-13,22308,4.96,0,1,1
2011-01-13,22310,29.7,1,18,1
2011-01-13,22311,17.700000000000003,1,6,1
2011-01-13,22312,17.700000000000003,1,6,1
2011-01-13,22313,35.400000000000006,1,12,1
2011-01-13,22314,35.400000000000006,1,12,1
2011-01-13,22315,1.25,1,1,1
2011-01-13,22317,7.38,0,3,2
2011-01-13,22319,7.800000000000001,1,12,1
2011-01-13,22321,3.26,0,2,2
2011-01-13,22322,6.32,0,8,2
2011-01-13,22325,16.45,0,5,2
2011-01-13,22326,32.34,2,10,3
2011-01-13,22327,5.9,1,2,1
2011-01-13,22328,23.490000000000002,1,7,2
2011-01-13,22331,13.2,1,8,1
2011-01-13,22332,13.2,1,8,1
2011-01-13,22333,23.07,1,11,2
2011-01-13,22334,13.2,1,8,1
2011-01-13,22335,3.9,1,6,1
2011-01-13,22342,6.52,0,4,2
2011-01-13,22343,2.52,0,6,2
2011-01-13,22344,4.62,0,11,2
2011-01-13,22345,1.68,0,4,2
2011-01-13,22346,2.1,0,5,1
2011-01-13,22348,22.029999999999998,1,25,2
2011-01-13,22349,45.0,1,12,1
2011-01-13,22350,30.6,1,12,1
2011-01-13,22352,30.6,1,12,1
2011-01-13,22354,14.96,1,3,2
2011-01-13,22355,4.89,0,3,2
2011-01-13,22356,18.63,1,21,2
2011-01-13,22358,17.700000000000003,1,6,1
2011-01-13,22365,15.9,1,2,1
2011-01-13,22366,47.7,2,6,2
2011-01-13,22367,7.8,1,4,1
2011-01-13,22371,4.13,0,1,1
2011-01-13,22372,8.26,0,2,1
2011-01-13,22374,8.26,0,2,2
2011-01-13,22377,6.52,0,4,2
2011-01-13,22378,36.56,1,32,3
2011-01-13,22379,173.91,4,82,6
2011-01-13,22380,10.5,1,5,1
2011-01-13,22381,113.5,3,60,3
2011-01-13,22382,65.17999999999999,4,38,5
2011-01-13,22383,168.93,3,113,4
2011-01-13,22384,9.079999999999998,1,4,2
2011-01-13,22385,165.0,1,100,1
2011-01-13,22386,355.35,3,213,3
2011-01-13,22396,1.66,0,2,1
2011-01-13,22403,4.98,0,6,2
2011-01-13,22411,6.08,2,2,3
2011-01-13,22412,4.13,0,1,1
2011-01-13,22418,30.599999999999998,2,36,2
2011-01-13,22419,0.83,0,1,1
2011-01-13,22423,751.8,4,68,4
2011-01-13,22424,25.5,1,2,1
2011-01-13,22425,14.85,1,3,1
2011-01-13,22428,14.13,0,1,1
2011-01-13,22429,8.29,0,1,1
2011-01-13,22431,23.4,1,12,1
2011-01-13,22432,3.9,1,2,1
2011-01-13,22433,27.299999999999997,2,14,2
2011-01-13,22434,4.13,0,1,1
2011-01-13,22435,2.46,0,1,1
2011-01-13,22437,17.0,1,20,1
2011-01-13,22438,14.669999999999998,0,9,1
2011-01-13,22439,3.75,0,3,1
2011-01-13,22442,7.95,1,1,1
2011-01-13,22444,69.84,2,52,3
2011-01-13,22445,17.700000000000003,1,6,1
2011-01-13,22446,9.84,0,4,1
2011-01-13,22447,12.3,0,5,2
2011-01-13,22449,20.1,1,6,1
2011-01-13,22450,20.1,1,6,1
2011-01-13,22452,22.590000000000003,1,9,3
2011-01-13,22453,11.41,0,7,2
2011-01-13,22456,-4.95,1,-1,1
2011-01-13,22457,52.99000000000001,3,17,4
2011-01-13,22466,4.13,0,1,1
2011-01-13,22467,19.84,0,4,2
2011-01-13,22468,13.5,1,2,1
2011-01-13,22469,82.46,3,46,4
2011-01-13,22470,17.700000000000003,1,6,1
2011-01-13,22471,23.11,1,5,2
2011-01-13,22472,29.7,2,6,2
2011-01-13,22474,14.85,1,3,1
2011-01-13,22478,2.46,0,1,1
2011-01-13,22480,6.25,1,5,1
2011-01-13,22481,1.66,0,2,1
2011-01-13,22482,25.0,3,20,3
2011-01-13,22483,17.700000000000003,1,6,1
2011-01-13,22487,9.95,1,1,1
2011-01-13,22489,2.09,1,4,2
2011-01-13,22494,22.38,1,15,2
2011-01-13,22501,20.79,0,1,1
2011-01-13,22502,39.11,1,5,3
2011-01-13,22505,19.8,1,4,1
2011-01-13,22508,7.5,1,2,1
2011-01-13,22509,50.85,1,3,1
2011-01-13,22510,30.0,1,24,1
2011-01-13,22511,30.0,1,24,1
2011-01-13,22514,12.6,1,6,1
2011-01-13,22515,12.6,1,6,1
2011-01-13,22516,12.6,1,6,1
2011-01-13,22517,12.6,1,6,1
2011-01-13,22518,25.2,2,12,2
2011-01-13,22519,25.2,2,12,2
2011-01-13,22520,20.4,2,24,2
2011-01-13,22521,20.4,2,24,2
2011-01-13,22522,20.4,2,24,2
2011-01-13,22523,20.4,2,24,2
2011-01-13,22524,27.5,2,22,2
2011-01-13,22525,27.5,2,22,2
2011-01-13,22530,0.83,0,1,1
2011-01-13,22537,10.08,1,24,1
2011-01-13,22539,0.83,0,1,1
2011-01-13,22545,3.32,0,4,1
2011-01-13,22554,19.8,1,12,1
2011-01-13,22556,19.8,1,12,1
2011-01-13,22558,78.89999999999999,3,51,4
2011-01-13,22563,7.5,1,6,1
2011-01-13,22568,22.5,2,6,2
2011-01-13,22569,15.0,1,4,1
2011-01-13,22570,14.96,1,3,2
2011-01-13,22571,4.89,0,3,1
2011-01-13,22572,4.89,0,3,1
2011-01-13,22575,4.13,0,1,1
2011-01-13,22584,15.3,1,6,1
2011-01-13,22586,1.63,0,1,1
2011-01-13,22613,3.4,1,4,1
2011-01-13,22621,63.29,1,49,2
2011-01-13,22624,34.0,2,4,2
2011-01-13,22629,58.5,3,30,3
2011-01-13,22630,46.8,2,24,2
2011-01-13,22631,23.4,1,12,1
2011-01-13,22634,9.95,1,1,1
2011-01-13,22641,1.63,0,1,1
2011-01-13,22645,3.29,0,1,1
2011-01-13,22649,74.25,3,15,3
2011-01-13,22650,11.6,1,8,1
2011-01-13,22651,10.2,1,12,1
2011-01-13,22652,42.89,2,25,3
2011-01-13,22655,250.0,1,2,1
2011-01-13,22659,23.4,1,12,1
2011-01-13,22662,4.13,0,1,1
2011-01-13,22665,2.95,1,1,1
2011-01-13,22666,23.490000000000002,1,7,2
2011-01-13,22668,14.75,1,5,1
2011-01-13,22670,4.92,0,2,1
2011-01-13,22690,39.75,2,5,2
2011-01-13,22692,60.06,1,6,2
2011-01-13,22693,131.76,2,120,2
2011-01-13,22697,23.6,1,8,1
2011-01-13,22699,20.650000000000002,2,7,2
2011-01-13,22700,94.19999999999999,3,96,3
2011-01-13,22701,38.1,2,30,2
2011-01-13,22702,12.6,1,6,1
2011-01-13,22703,12.6,1,6,1
2011-01-13,22717,5.87,1,13,2
2011-01-13,22720,51.28,2,8,3
2011-01-13,22721,36.43,1,5,2
2011-01-13,22722,115.18,2,30,3
2011-01-13,22723,8.29,0,1,1
2011-01-13,22727,37.5,3,10,3
2011-01-13,22728,7.46,0,1,1
2011-01-13,22730,7.46,0,1,1
2011-01-13,22737,6.58,0,2,1
2011-01-13,22741,40.8,1,48,1
2011-01-13,22743,5.79,0,1,1
2011-01-13,22745,6.300000000000001,1,3,1
2011-01-13,22748,8.4,1,4,1
2011-01-13,22750,7.46,0,1,1
2011-01-13,22752,17.0,2,2,2
2011-01-13,22754,10.2,1,12,1
2011-01-13,22755,10.2,1,12,1
2011-01-13,22757,15.0,1,12,1
2011-01-13,22758,15.0,1,12,1
2011-01-13,22759,42.89,2,25,3
2011-01-13,22760,65.69999999999999,1,6,1
2011-01-13,22763,19.96,0,1,1
2011-01-13,22766,23.6,1,8,1
2011-01-13,22767,19.9,1,2,1
2011-01-13,22768,19.9,1,2,1
2011-01-13,22771,2.46,0,1,1
2011-01-13,22772,15.0,1,12,1
2011-01-13,22775,9.84,0,4,1
2011-01-13,22776,9.95,1,1,1
2011-01-13,22777,16.63,0,1,1
2011-01-13,22784,51.0,1,12,1
2011-01-13,22791,4.92,0,2,1
2011-01-13,22792,44.01,0,27,1
2011-01-13,22795,47.25,3,7,3
2011-01-13,22796,19.9,1,2,1
2011-01-13,22799,17.0,1,2,1
2011-01-13,22801,7.46,0,1,1
2011-01-13,22804,46.980000000000004,2,14,3
2011-01-13,22816,0.83,0,1,1
2011-01-13,22817,9.66,0,23,2
2011-01-13,22819,8.4,0,20,2
2011-01-13,22827,165.0,1,1,1
2011-01-13,22834,151.65,2,147,4
2011-01-13,22835,32.21,1,5,3
2011-01-13,22844,34.0,2,4,2
2011-01-13,22845,12.7,1,2,1
2011-01-13,22846,110.65,2,7,2
2011-01-13,22847,50.849999999999994,2,3,2
2011-01-13,22848,59.8,1,4,1
2011-01-13,22849,93.69999999999999,2,6,2
2011-01-13,22852,17.0,1,4,1
2011-01-13,22853,19.5,1,6,1
2011-01-13,22854,50.39,2,9,3
2011-01-13,22855,22.38,1,15,3
2011-01-13,22858,6.59,1,3,2
2011-01-13,22862,8.29,0,1,1
2011-01-13,22863,23.6,1,8,1
2011-01-13,22900,8.74,1,2,2
2011-01-13,22904,26.550000000000004,2,9,2
2011-01-13,22907,10.2,1,12,1
2011-01-13,22909,1.63,0,1,1
2011-01-13,22912,14.85,1,3,1
2011-01-13,22913,14.85,1,3,1
2011-01-13,22914,14.85,1,3,1
2011-01-13,22915,4.96,0,1,1
2011-01-13,22925,23.53,1,3,2
2011-01-13,22928,17.580000000000002,1,2,2
2011-01-13,22937,45.9,1,18,1
2011-01-13,22943,-4.95,1,-1,1
2011-01-13,22945,10.79,0,1,1
2011-01-13,22951,13.2,1,24,1
2011-01-13,22960,53.29,1,13,2
2011-01-13,22961,21.75,2,15,2
2011-01-13,22965,12.6,1,6,1
2011-01-13,22966,4.92,0,2,1
2011-01-13,22968,39.8,1,4,1
2011-01-13,22969,38.089999999999996,2,25,3
2011-01-13,22971,15.3,1,6,1
2011-01-13,22972,3.29,0,1,1
2011-01-13,22973,3.29,0,1,1
2011-01-13,22974,3.29,0,1,1
2011-01-13,22975,2.46,0,1,1
2011-01-13,22977,2.46,0,1,1
2011-01-13,22983,5.87,1,13,2
2011-01-13,22985,10.5,1,25,1
2011-01-13,22988,15.0,1,12,1
2011-01-13,23230,21.0,2,50,2
2011-01-13,35004B,37.199999999999996,2,8,2
2011-01-13,35095A,0.83,0,1,1
2011-01-13,35241,14.91,1,2,2
2011-01-13,35471D,-1.25,1,-1,1
2011-01-13,35646,2.46,0,1,1
2011-01-13,35648,4.89,0,3,1
2011-01-13,35651,26.380000000000003,1,14,3
2011-01-13,35809A,8.26,0,2,1
2011-01-13,35810A,8.26,0,2,1
2011-01-13,35912B,3.75,1,3,1
2011-01-13,35924,4.13,0,1,1
2011-01-13,35957,1.63,0,1,1
2011-01-13,35961,4.89,0,3,1
2011-01-13,35964,3.26,0,2,1
2011-01-13,35971,2.46,0,1,1
2011-01-13,37327,25.95,1,49,2
2011-01-13,37340,10.2,1,12,1
2011-01-13,37342,2.46,0,1,1
2011-01-13,37343,39.6,1,24,1
2011-01-13,37448,35.76,2,24,2
2011-01-13,37449,19.9,1,2,1
2011-01-13,37482P,11.58,0,2,1
2011-01-13,37500,20.79,0,1,1
2011-01-13,46000M,3.1,1,2,1
2011-01-13,46000S,2.9,1,2,1
2011-01-13,46776F,8.26,0,2,1
2011-01-13,47310M,14.669999999999998,0,9,2
2011-01-13,47504H,6.58,0,2,2
2011-01-13,47563A,6.58,0,2,1
2011-01-13,47566,66.72,2,12,4
2011-01-13,47580,15.3,1,6,1
2011-01-13,47585A,49.56,0,12,2
2011-01-13,47590A,32.7,2,6,2
2011-01-13,47590B,43.49,2,7,3
2011-01-13,47591B,3.26,0,2,1
2011-01-13,47594A,3.26,0,2,1
2011-01-13,47594B,3.26,0,2,2
2011-01-13,48111,7.95,1,1,1
2011-01-13,48116,15.9,1,2,2
2011-01-13,48138,45.93,2,5,3
2011-01-13,48173C,31.8,2,4,2
2011-01-13,48184,15.9,1,2,1
2011-01-13,48185,15.9,1,2,1
2011-01-13,48187,15.9,1,2,1
2011-01-13,48188,22.080000000000002,1,2,2
2011-01-13,51014A,10.2,1,12,1
2011-01-13,51014L,10.2,1,12,1
2011-01-13,62086A,11.7,1,6,1
2011-01-13,70006,17.49,1,33,2
2011-01-13,70007,4.89,0,3,2
2011-01-13,71406C,1.68,1,4,1
2011-01-13,71459,10.2,1,12,1
2011-01-13,72232,2.28,1,12,1
2011-01-13,72351A,21.0,2,10,2
2011-01-13,72351B,12.600000000000001,2,6,2
2011-01-13,72741,13.05,1,9,1
2011-01-13,72802A,4.25,1,1,1
2011-01-13,72802B,4.25,1,1,1
2011-01-13,72802C,4.25,1,1,1
2011-01-13,72803A,8.5,1,2,1
2011-01-13,72807A,20.83,1,3,2
2011-01-13,72807B,4.25,1,1,1
2011-01-13,72816,2.46,0,1,1
2011-01-13,72819,10.2,1,4,1
2011-01-13,79000,217.2,2,312,3
2011-01-13,79030G,19.8,1,12,1
2011-01-13,79066K,0.85,1,1,1
2011-01-13,79144B,3.32,0,4,1
2011-01-13,79191C,1.7,1,2,1
2011-01-13,82482,95.44000000000001,1,40,2
2011-01-13,82494L,98.5,1,29,3
2011-01-13,82551,19.86,1,13,2
2011-01-13,82578,1.1,1,2,1
2011-01-13,82580,1.1,1,2,1
2011-01-13,82581,2.35,1,3,2
2011-01-13,82583,8.26,0,2,2
2011-01-13,82600,6.300000000000001,2,3,2
2011-01-13,82613B,9.959999999999999,0,12,2
2011-01-13,82613C,5.8100000000000005,0,7,2
2011-01-13,82613D,10.79,0,13,2
2011-01-13,84012,8.149999999999999,0,5,1
2011-01-13,84029G,18.75,1,5,1
2011-01-13,84030E,12.54,1,2,2
2011-01-13,84031A,8.26,0,2,1
2011-01-13,84032A,6.58,0,2,1
2011-01-13,84032B,3.29,0,1,1
2011-01-13,84050,13.2,2,8,2
2011-01-13,84078A,74.96,0,1,1
2011-01-13,84086C,4.92,0,2,1
2011-01-13,84212,7.800000000000001,1,12,1
2011-01-13,84247K,8.850000000000001,1,3,1
2011-01-13,84247N,8.850000000000001,1,3,1
2011-01-13,84251B,1.26,0,3,2
2011-01-13,84251C,1.26,0,3,1
2011-01-13,84251G,0.42,0,1,1
2011-01-13,84313B,5.79,0,1,1
2011-01-13,84313C,23.16,0,4,2
2011-01-13,84347,24.8,0,5,1
2011-01-13,84356,23.16,0,4,2
2011-01-13,84378,68.75,4,55,4
2011-01-13,84380,45.0,2,36,2
2011-01-13,84406B,6.63,0,1,1
2011-01-13,84457,1.63,0,1,1
2011-01-13,84459A,3.29,0,1,1
2011-01-13,84459B,21.169999999999998,1,13,2
2011-01-13,84497,22.5,1,6,1
2011-01-13,84509A,38.03,1,11,3
2011-01-13,84509B,3.29,0,1,1
2011-01-13,84509E,3.29,0,1,1
2011-01-13,84509G,9.87,0,3,1
2011-01-13,84510A,24.8,1,15,3
2011-01-13,84519A,6.58,0,2,1
2011-01-13,84519B,3.29,0,1,1
2011-01-13,84520B,25.5,3,30,3
2011-01-13,84536A,13.44,1,32,1
2011-01-13,84563A,8.26,0,2,1
2011-01-13,84569A,4.98,0,6,1
2011-01-13,84569D,7.47,0,9,2
2011-01-13,84580,19.13,1,5,2
2011-01-13,84596B,8.3,0,10,2
2011-01-13,84596E,5.8100000000000005,0,7,2
2011-01-13,84596F,9.13,0,11,2
2011-01-13,84596G,4.15,0,5,1
2011-01-13,84596J,3.32,0,4,1
2011-01-13,84596L,7.470000000000001,0,9,2
