m,CustomerID,revenue,cnt_cus,cnt_pro
2011-01-01,16033,744.1,86,239
2011-01-01,16034,153.6,9,128
2011-01-01,16042,24.95,2,5
2011-01-01,16043,307.85,17,155
2011-01-01,16059,145.0,28,74
2011-01-01,16085,181.35,28,95
2011-01-01,16094,-24.7,2,-12
2011-01-01,16112,136.14,10,342
2011-01-01,16122,144.12,9,328
2011-01-01,16124,187.15,11,41
2011-01-01,16133,317.46,11,322
2011-01-01,16145,364.36,17,236
2011-01-01,16150,-60.05,4,-11
2011-01-01,16161,200.25,29,94
2011-01-01,16168,127.70000000000002,5,38
2011-01-01,16191,819.6700000000001,17,335
2011-01-01,16203,-3.75,1,-1
2011-01-01,16206,161.3,24,83
2011-01-01,16210,10.0,1,1
2011-01-01,16222,846.72,120,365
2011-01-01,16233,179.10000000000002,7,78
2011-01-01,16235,99.77,7,43
2011-01-01,16241,160.38,56,71
2011-01-01,16255,299.6,34,183
2011-01-01,16279,-12.9,2,-2
2011-01-01,16282,168.3,11,114
2011-01-01,16303,827.1800000000001,35,418
2011-01-01,16306,175.15,13,149
2011-01-01,16315,226.37,14,75
2011-01-01,16316,-30.6,1,-4
2011-01-01,16321,87.75,4,21
2011-01-01,16326,426.63,39,87
2011-01-01,16327,622.62,35,465
2011-01-01,16350,376.7,22,196
2011-01-01,16351,153.9,8,90
2011-01-01,16353,547.6,7,218
2011-01-01,16359,80.6,4,40
2011-01-01,16387,94.36,4,44
2011-01-01,16395,450.56,56,378
2011-01-01,16401,487.90000000000003,14,492
2011-01-01,16403,177.5,10,114
2011-01-01,16407,263.24,20,108
2011-01-01,16409,271.56,48,135
2011-01-01,16422,2557.71,18,3925
2011-01-01,16424,-51.0,1,-6
2011-01-01,16473,149.41,8,79
2011-01-01,16477,417.31,26,223
2011-01-01,16493,127.80000000000001,6,76
2011-01-01,16496,736.7,41,450
2011-01-01,16497,512.38,27,204
2011-01-01,16500,165.0,1,1
2011-01-01,16503,353.7,21,118
2011-01-01,16523,743.9,26,164
2011-01-01,16525,307.05,6,73
2011-01-01,16531,146.1,8,86
2011-01-01,16532,1910.4,1,480
2011-01-01,16549,119.49000000000001,33,56
2011-01-01,16551,311.07,11,281
2011-01-01,16554,-5.1000000000000005,2,0
2011-01-01,16558,301.28,19,272
2011-01-01,16567,557.56,26,476
2011-01-01,16570,-8.5,1,-1
2011-01-01,16593,69.6,1,48
2011-01-01,16600,125.86,9,182
2011-01-01,16618,728.16,35,396
2011-01-01,16638,142.82,9,178
2011-01-01,16655,812.25,39,373
2011-01-01,16656,267.13,4,172
2011-01-01,16660,282.6,4,132
2011-01-01,16670,369.0,21,188
2011-01-01,16676,464.82,29,204
2011-01-01,16700,508.36,38,463
2011-01-01,16701,366.12,9,332
2011-01-01,16705,-0.72,1,-1
2011-01-01,16714,896.53,76,607
2011-01-01,16719,152.45,16,148
2011-01-01,16725,228.7,26,52
2011-01-01,16730,187.01999999999998,14,445
2011-01-01,16735,660.36,33,385
2011-01-01,16746,391.1,34,118
2011-01-01,16748,479.0,15,260
2011-01-01,16755,316.06,16,193
2011-01-01,16757,106.83000000000001,7,81
2011-01-01,16767,1866.02,50,1223
2011-01-01,16770,269.3,51,185
2011-01-01,16771,296.66,34,303
2011-01-01,16775,174.14999999999998,12,27
2011-01-01,16779,1014.0,30,486
2011-01-01,16782,336.65000000000003,21,128
2011-01-01,16791,255.38,48,130
2011-01-01,16814,1496.52,44,591
2011-01-01,16816,249.67000000000002,15,143
2011-01-01,16833,309.48,18,160
2011-01-01,16839,1089.99,20,557
2011-01-01,16843,759.0600000000001,19,534
2011-01-01,16850,332.41,19,249
2011-01-01,16875,326.95,22,126
2011-01-01,16882,9.9,1,2
2011-01-01,16889,523.05,47,365
2011-01-01,16892,-15.95,1,-1
2011-01-01,16897,213.03,30,58
2011-01-01,16904,192.26,45,133
2011-01-01,16912,377.3,13,117
2011-01-01,16918,275.78,31,173
2011-01-01,16923,325.31,58,69
2011-01-01,16928,101.25,5,81
2011-01-01,16931,215.16,48,128
2011-01-01,16943,451.03,21,97
2011-01-01,16948,69.6,5,96
2011-01-01,16949,74.42,5,46
2011-01-01,16955,165.88,8,94
2011-01-01,16983,195.26,14,154
2011-01-01,16985,340.24,14,202
2011-01-01,16997,390.0,4,200
2011-01-01,17001,374.93,20,189
2011-01-01,17018,405.0,6,60
2011-01-01,17019,271.09,41,244
2011-01-01,17027,191.55,37,100
2011-01-01,17048,250.91000000000003,15,137
2011-01-01,17062,102.64,18,94
2011-01-01,17064,147.85,21,74
2011-01-01,17068,557.7,36,286
2011-01-01,17075,188.86,18,76
2011-01-01,17082,636.94,24,316
2011-01-01,17091,569.75,37,237
2011-01-01,17094,270.20000000000005,14,148
2011-01-01,17095,303.2,16,142
2011-01-01,17097,112.92,23,48
2011-01-01,17114,142.24,28,82
2011-01-01,17118,157.02,10,154
2011-01-01,17128,157.09,14,76
2011-01-01,17180,246.09,53,170
2011-01-01,17188,910.8000000000001,28,536
2011-01-01,17213,317.3,19,104
2011-01-01,17218,169.35,22,47
2011-01-01,17220,320.0,37,142
2011-01-01,17230,-2.55,1,-1
2011-01-01,17231,166.68,28,88
2011-01-01,17236,199.32999999999998,24,141
2011-01-01,17238,138.55,26,56
2011-01-01,17239,382.5,15,150
2011-01-01,17243,430.6,16,124
2011-01-01,17256,127.9,9,68
2011-01-01,17277,717.02,52,362
2011-01-01,17284,716.11,130,571
2011-01-01,17288,103.56,5,132
2011-01-01,17306,732.14,6,422
2011-01-01,17311,556.46,24,410
2011-01-01,17314,203.8,5,36
2011-01-01,17315,509.87,35,307
2011-01-01,17324,575.18,11,555
2011-01-01,17329,243.36,16,67
2011-01-01,17338,770.75,66,316
2011-01-01,17364,410.78,44,282
2011-01-01,17365,742.66,75,712
2011-01-01,17368,130.85,21,155
2011-01-01,17372,162.4,20,58
2011-01-01,17373,145.25,17,89
2011-01-01,17375,176.66,22,250
2011-01-01,17381,212.0,1,200
2011-01-01,17389,224.33999999999997,13,-32
2011-01-01,17402,111.9,3,24
2011-01-01,17404,2938.7599999999998,21,2804
2011-01-01,17406,1226.62,86,514
2011-01-01,17418,167.39000000000001,12,139
2011-01-01,17419,330.2,18,102
2011-01-01,17428,959.94,25,1120
2011-01-01,17431,403.3,41,292
2011-01-01,17450,18620.2,60,6054
2011-01-01,17457,385.8,4,264
2011-01-01,17460,133.5,6,42
2011-01-01,17463,709.51,87,417
2011-01-01,17491,305.52,8,240
2011-01-01,17504,441.15,27,233
2011-01-01,17511,3824.54,39,1904
2011-01-01,17515,231.48,31,93
2011-01-01,17540,268.8,8,64
2011-01-01,17555,195.45,48,156
2011-01-01,17569,344.14,29,159
2011-01-01,17576,118.32,18,60
2011-01-01,17580,121.17,41,71
2011-01-01,17581,425.55,25,226
2011-01-01,17585,417.81,28,571
2011-01-01,17591,298.48,18,150
2011-01-01,17602,767.0500000000001,101,799
2011-01-01,17604,136.24,27,54
2011-01-01,17609,430.04,89,225
2011-01-01,17611,818.88,147,602
2011-01-01,17619,218.52,71,127
2011-01-01,17621,662.38,11,218
2011-01-01,17629,-30.0,1,-8
2011-01-01,17634,785.65,74,165
2011-01-01,17644,-9.95,1,-1
2011-01-01,17673,402.41999999999996,44,453
2011-01-01,17675,969.36,22,408
2011-01-01,17677,498.0,17,195
2011-01-01,17685,361.5,16,210
2011-01-01,17690,895.5,49,305
2011-01-01,17696,-4.95,1,-1
2011-01-01,17707,83.7,3,78
2011-01-01,17708,110.6,25,33
2011-01-01,17714,153.0,10,92
2011-01-01,17722,820.0400000000001,30,793
2011-01-01,17730,305.23,17,257
2011-01-01,17735,594.04,35,314
2011-01-01,17739,322.53000000000003,7,163
2011-01-01,17742,302.57,13,71
2011-01-01,17744,599.56,29,742
2011-01-01,17757,278.95,40,144
2011-01-01,17769,376.31,32,200
2011-01-01,17771,115.8,22,110
2011-01-01,17786,114.85,24,56
2011-01-01,17787,529.91,42,263
2011-01-01,17796,507.35,48,132
2011-01-01,17799,757.38,79,395
2011-01-01,17800,136.05,11,98
2011-01-01,17811,632.22,80,369
2011-01-01,17841,1906.43,171,800
2011-01-01,17848,72.26,5,68
2011-01-01,17849,217.75,8,19
2011-01-01,17858,224.75,8,53
2011-01-01,17861,241.86,8,102
2011-01-01,17862,330.9,11,100
2011-01-01,17888,92.7,13,112
2011-01-01,17889,101.85,11,44
2011-01-01,17890,125.13,29,73
2011-01-01,17894,93.60000000000001,23,35
2011-01-01,17920,159.85,10,83
2011-01-01,17949,432.0,1,600
2011-01-01,17954,254.54,65,177
2011-01-01,17961,13.1,2,6
2011-01-01,17965,589.5500000000001,64,244
2011-01-01,17975,431.88,30,135
2011-01-01,17988,64.99000000000001,13,14
2011-01-01,18008,130.81,9,355
2011-01-01,18016,168.1,20,55
2011-01-01,18032,73.5,5,42
2011-01-01,18037,8.25,2,3
2011-01-01,18041,500.68,35,548
2011-01-01,18061,304.02,5,334
2011-01-01,18062,169.8,5,184
2011-01-01,18069,292.71,73,161
2011-01-01,18075,310.83000000000004,17,177
2011-01-01,18077,315.13,27,243
2011-01-01,18085,386.05,20,187
2011-01-01,18092,259.2,2,384
2011-01-01,18095,580.05,20,419
2011-01-01,18097,474.66,9,270
2011-01-01,18106,430.7,33,128
2011-01-01,18109,459.87,36,183
2011-01-01,18118,290.8,97,242
2011-01-01,18125,556.46,75,392
2011-01-01,18136,288.99,18,177
2011-01-01,18144,157.4,3,52
2011-01-01,18145,609.01,42,567
2011-01-01,18161,301.53,15,208
2011-01-01,18171,240.45000000000002,15,81
2011-01-01,18179,622.9,35,379
2011-01-01,18190,161.51000000000002,9,101
2011-01-01,18198,300.54,19,222
2011-01-01,18212,248.42,30,101
2011-01-01,18223,620.8100000000001,34,347
2011-01-01,18226,413.05,21,365
2011-01-01,18229,359.9,7,98
2011-01-01,18233,440.0,1,4
2011-01-01,18239,480.42,21,268
2011-01-01,18245,439.18,28,320
2011-01-01,18260,538.82,26,423
2011-01-01,18277,-12.75,1,-1
2011-01-01,18283,215.0,87,128
2011-02-01,12350,334.40000000000003,17,197
2011-02-01,12352,296.5,15,98
2011-02-01,12359,1838.9099999999999,80,465
2011-02-01,12361,189.9,10,91
2011-02-01,12362,474.2,27,227
2011-02-01,12365,320.69,22,173
2011-02-01,12372,399.22,20,224
2011-02-01,12373,364.6,14,197
2011-02-01,12388,124.05000000000001,6,37
2011-02-01,12395,216.66,14,259
2011-02-01,12401,84.3,5,11
2011-02-01,12410,681.08,26,209
2011-02-01,12414,153.76,7,145
2011-02-01,12415,14022.92,69,8384
2011-02-01,12423,192.31,15,194
2011-02-01,12431,1052.65,47,496
2011-02-01,12437,590.26,29,569
2011-02-01,12455,1698.9,42,1523
2011-02-01,12458,441.92,19,270
2011-02-01,12462,741.31,40,283
2011-02-01,12464,363.85,6,36
2011-02-01,12471,1193.9,24,360
2011-02-01,12472,-94.93,15,-41
2011-02-01,12474,278.33000000000004,17,120
2011-02-01,12476,127.45,11,42
2011-02-01,12477,2351.75,54,637
2011-02-01,12494,243.7,16,113
2011-02-01,12500,373.98,5,303
2011-02-01,12502,617.25,31,171
2011-02-01,12505,-4.5,1,-1
2011-02-01,12507,446.16,13,219
2011-02-01,12509,176.5,7,55
2011-02-01,12523,143.4,8,78
2011-02-01,12524,525.34,12,271
2011-02-01,12527,152.4,5,108
2011-02-01,12540,288.98,12,193
2011-02-01,12553,-10.2,2,-12
2011-02-01,12559,50.10000000000001,2,34
2011-02-01,12561,238.85,16,177
2011-02-01,12565,145.92000000000002,9,80
2011-02-01,12567,1236.73,63,617
2011-02-01,12576,266.85,19,199
2011-02-01,12582,205.16,12,141
2011-02-01,12583,303.56,13,453
2011-02-01,12594,256.0,13,111
2011-02-01,12598,720.86,26,316
2011-02-01,12599,312.46,17,287
2011-02-01,12600,427.94,8,105
2011-02-01,12601,113.10000000000001,6,51
2011-02-01,12616,237.35000000000002,11,91
2011-02-01,12621,1535.24,49,932
2011-02-01,12625,-69.5,5,-35
2011-02-01,12626,-45.3,2,-15
2011-02-01,12633,1012.8199999999999,34,589
2011-02-01,12653,779.1,16,286
2011-02-01,12654,166.6,11,77
2011-02-01,12662,304.0,19,166
2011-02-01,12676,509.5,12,250
2011-02-01,12678,353.43,13,214
2011-02-01,12682,1001.74,31,361
2011-02-01,12707,603.42,33,256
2011-02-01,12709,-83.97999999999999,9,-12
2011-02-01,12712,242.25,11,54
2011-02-01,12714,968.3,53,753
2011-02-01,12720,168.9,13,160
2011-02-01,12721,455.02,27,301
2011-02-01,12727,901.66,48,776
2011-02-01,12728,200.72,12,73
2011-02-01,12748,389.64,96,176
2011-02-01,12753,5735.24,48,2962
2011-02-01,12754,45.57,37,37
2011-02-01,12766,973.6500000000001,43,454
2011-02-01,12775,179.65,12,89
2011-02-01,12779,337.2,9,98
2011-02-01,12781,549.26,15,346
2011-02-01,12811,240.25,14,104
2011-02-01,12823,535.5,1,70
2011-02-01,12836,846.69,39,260
2011-02-01,12839,351.56,20,212
2011-02-01,12841,389.19,33,276
2011-02-01,12842,310.73,14,157
2011-02-01,12845,65.09,21,21
2011-02-01,12852,299.75,17,145
2011-02-01,12857,801.6,34,274
2011-02-01,12867,424.15999999999997,60,475
2011-02-01,12877,79.2,1,16
2011-02-01,12891,42.0,1,100
2011-02-01,12897,128.8,2,64
2011-02-01,12913,313.8,7,112
2011-02-01,12921,1999.63,75,1234
2011-02-01,12929,117.85,8,37
2011-02-01,12931,1614.4,5,1080
2011-02-01,12939,3376.08,15,1536
2011-02-01,12943,-3.75,1,-1
2011-02-01,12945,462.95,23,165
2011-02-01,12951,-8.5,1,-1
2011-02-01,12956,108.07,19,34
2011-02-01,12963,-15.6,1,-8
2011-02-01,12967,-29.95,1,-1
2011-02-01,12971,582.1,12,274
2011-02-01,12980,1223.6999999999998,3,110
2011-02-01,12988,535.32,75,136
2011-02-01,12989,899.5,7,135
2011-02-01,12990,97.5,3,50
2011-02-01,12993,102.9,8,64
2011-02-01,13001,2110.9,88,1157
2011-02-01,13004,589.65,43,503
2011-02-01,13012,377.27000000000004,19,165
2011-02-01,13018,642.45,36,273
2011-02-01,13021,-6.75,1,-1
2011-02-01,13038,395.1,15,186
2011-02-01,13044,560.47,33,429
2011-02-01,13047,458.9,26,211
2011-02-01,13050,571.72,28,317
2011-02-01,13069,255.03,24,186
2011-02-01,13077,263.72,48,304
2011-02-01,13078,335.42,13,127
2011-02-01,13081,1573.19,73,782
2011-02-01,13085,278.1,13,172
2011-02-01,13089,3975.23,125,2513
2011-02-01,13090,485.03999999999996,6,192
2011-02-01,13093,1459.5,37,678
2011-02-01,13094,76.32000000000001,1,72
2011-02-01,13097,580.21,47,286
2011-02-01,13098,214.89999999999998,4,94
2011-02-01,13102,443.32,17,264
2011-02-01,13110,235.75000000000003,20,66
2011-02-01,13113,1077.79,27,296
2011-02-01,13115,-1.65,1,-1
2011-02-01,13118,177.52,14,88
2011-02-01,13133,52.35,3,11
2011-02-01,13137,217.93,39,141
2011-02-01,13141,-2.95,1,-1
2011-02-01,13149,376.74,18,276
2011-02-01,13151,1257.8700000000001,73,363
2011-02-01,13157,197.82,11,190
2011-02-01,13168,209.05,23,146
2011-02-01,13171,140.35,23,53
2011-02-01,13178,414.0,25,326
2011-02-01,13184,212.52,20,134
2011-02-01,13199,734.84,10,404
2011-02-01,13208,168.45,26,157
2011-02-01,13230,281.13,42,157
2011-02-01,13246,400.45,23,361
2011-02-01,13261,845.1,8,190
2011-02-01,13285,666.89,52,594
2011-02-01,13292,249.57,14,133
2011-02-01,13301,173.91,20,95
2011-02-01,13305,152.7,6,146
2011-02-01,13309,390.71,34,467
2011-02-01,13319,702.82,32,268
2011-02-01,13327,202.9,5,102
2011-02-01,13334,1660.44,124,836
2011-02-01,13345,389.5,20,141
2011-02-01,13362,812.7,52,336
2011-02-01,13381,416.11,24,267
2011-02-01,13394,313.76,16,212
2011-02-01,13397,301.85,7,103
2011-02-01,13408,786.0,12,440
2011-02-01,13410,250.24,8,140
2011-02-01,13414,390.0,1,600
2011-02-01,13421,822.94,65,494
2011-02-01,13425,401.57,27,282
2011-02-01,13453,185.0,8,76
2011-02-01,13458,1495.78,58,872
2011-02-01,13468,406.65000000000003,22,129
2011-02-01,13475,317.12,23,222
2011-02-01,13477,185.4,12,120
2011-02-01,13488,655.55,32,229
2011-02-01,13489,235.68,6,352
2011-02-01,13491,117.09,8,97
2011-02-01,13493,179.35,4,66
2011-02-01,13494,316.26000000000005,18,162
2011-02-01,13501,1340.32,52,560
2011-02-01,13509,209.32,12,260
2011-02-01,13534,178.75,11,87
2011-02-01,13539,164.1,11,134
2011-02-01,13576,714.21,5,255
2011-02-01,13581,118.0,10,30
2011-02-01,13584,142.4,24,37
2011-02-01,13590,309.06,13,266
2011-02-01,13599,-25.439999999999998,2,-48
2011-02-01,13606,70.02,3,114
2011-02-01,13610,239.17000000000002,38,107
2011-02-01,13623,136.1,17,59
2011-02-01,13629,765.0,5,450
2011-02-01,13630,299.14,13,140
2011-02-01,13636,154.5,11,65
2011-02-01,13666,64.05,8,37
2011-02-01,13668,1362.8600000000001,36,977
2011-02-01,13672,-71.46,5,-1
2011-02-01,13675,308.44,15,204
2011-02-01,13684,64.23,29,38
2011-02-01,13694,3741.14,37,4782
2011-02-01,13706,330.79,20,189
2011-02-01,13717,298.05,21,375
2011-02-01,13718,114.05000000000001,7,135
2011-02-01,13725,1424.08,66,480
2011-02-01,13728,158.58,9,38
2011-02-01,13742,702.15,65,206
2011-02-01,13744,893.16,44,995
2011-02-01,13750,363.36,7,144
2011-02-01,13751,296.25,9,152
2011-02-01,13753,741.26,35,512
2011-02-01,13767,1022.33,16,539
2011-02-01,13777,768.74,17,422
2011-02-01,13784,155.51999999999998,1,432
2011-02-01,13792,74.60000000000001,4,28
2011-02-01,13798,2054.96,16,1330
2011-02-01,13799,341.7,16,186
2011-02-01,13800,558.32,33,331
2011-02-01,13802,969.74,20,690
2011-02-01,13804,723.63,41,417
2011-02-01,13809,155.05,11,29
2011-02-01,13819,732.05,22,563
2011-02-01,13824,442.88,11,292
2011-02-01,13842,293.96,17,122
2011-02-01,13848,615.0,3,1700
2011-02-01,13851,246.32000000000002,17,150
2011-02-01,13854,1009.81,11,223
2011-02-01,13862,253.75,15,169
2011-02-01,13865,123.30000000000001,7,42
2011-02-01,13870,544.03,34,384
2011-02-01,13871,456.05,23,217
2011-02-01,13873,113.55,7,27
2011-02-01,13875,340.65,24,302
2011-02-01,13880,210.2,11,112
2011-02-01,13881,1025.34,13,706
2011-02-01,13893,821.1,21,190
2011-02-01,13894,150.95000000000002,10,99
2011-02-01,13904,201.12,17,223
2011-02-01,13911,559.27,40,405
2011-02-01,13932,307.4,16,72
2011-02-01,13939,172.70000000000002,12,198
2011-02-01,13941,1023.8400000000001,8,336
2011-02-01,13951,212.56,12,140
2011-02-01,13955,205.1,11,110
2011-02-01,13963,182.15,9,87
2011-02-01,13971,333.48,16,260
2011-02-01,13973,264.7,11,109
2011-02-01,13983,290.0,1,2
2011-02-01,13993,499.70000000000005,20,98
2011-02-01,14004,900.02,29,382
2011-02-01,14030,307.23,39,225
2011-02-01,14031,-64.27,1,-1
2011-02-01,14035,301.6,11,168
2011-02-01,14036,626.65,38,268
2011-02-01,14044,173.74,54,75
2011-02-01,14046,154.99,14,460
2011-02-01,14048,409.93,83,288
2011-02-01,14051,814.3,11,150
2011-02-01,14056,598.96,115,372
2011-02-01,14057,623.78,57,493
2011-02-01,14060,402.66,16,474
2011-02-01,14078,170.04999999999998,7,34
2011-02-01,14081,501.05,78,343
2011-02-01,14085,244.22,26,124
2011-02-01,14092,-3.75,1,-1
2011-02-01,14099,200.59,17,212
2011-02-01,14101,1092.43,12,1090
2011-02-01,14107,257.85,15,211
2011-02-01,14113,-331.5,2,-78
2011-02-01,14127,314.63,20,161
2011-02-01,14133,-15.3,2,-6
2011-02-01,14147,182.8,2,40
2011-02-01,14156,6106.530000000001,237,3607
2011-02-01,14157,244.72000000000003,36,188
2011-02-01,14162,177.68,13,110
2011-02-01,14176,296.15000000000003,18,100
2011-02-01,14180,380.21999999999997,19,46
2011-02-01,14188,398.0,12,223
2011-02-01,14189,210.96,15,120
2011-02-01,14194,516.95,30,217
2011-02-01,14210,308.78000000000003,16,102
2011-02-01,14211,462.5,25,320
2011-02-01,14217,88.3,6,12
2011-02-01,14227,736.7,46,385
2011-02-01,14229,305.15999999999997,6,108
2011-02-01,14231,308.95,19,117
2011-02-01,14233,530.1,9,266
2011-02-01,14239,205.38,12,150
2011-02-01,14243,339.4,20,100
2011-02-01,14258,1165.96,9,724
2011-02-01,14276,341.2,19,216
2011-02-01,14289,322.24,19,148
2011-02-01,14293,143.1,7,90
2011-02-01,14298,3981.34,118,3882
2011-02-01,14304,-186.35000000000002,10,-85
2011-02-01,14309,440.64,18,366
2011-02-01,14312,126.82000000000001,8,78
2011-02-01,14329,-27.9,1,-6
2011-02-01,14346,262.44,17,104
2011-02-01,14371,100.5,4,34
2011-02-01,14379,110.98,17,128
2011-02-01,14386,142.4,7,54
2011-02-01,14410,137.65,8,71
2011-02-01,14411,1063.0,14,196
2011-02-01,14415,487.08,55,190
2011-02-01,14431,397.76000000000005,17,122
2011-02-01,14438,131.9,9,82
2011-02-01,14441,-54.75,1,-5
2011-02-01,14443,301.15,19,181
2011-02-01,14457,113.64,4,88
2011-02-01,14460,-21.0,1,12
2011-02-01,14462,324.65,46,142
2011-02-01,14465,597.3,7,186
2011-02-01,14466,323.5,7,70
2011-02-01,14470,297.64,35,138
2011-02-01,14472,402.47,61,291
2011-02-01,14475,285.0,17,128
2011-02-01,14477,165.0,1,100
2011-02-01,14481,302.86,12,234
2011-02-01,14496,234.47,14,73
2011-02-01,14497,457.47,29,233
2011-02-01,14502,298.38,70,107
2011-02-01,14513,18.75,7,7
2011-02-01,14520,165.0,1,100
2011-02-01,14527,374.44,41,89
2011-02-01,14530,698.26,43,371
2011-02-01,14532,386.90000000000003,21,66
2011-02-01,14534,415.61,40,218
2011-02-01,14540,195.9,11,122
2011-02-01,14541,361.4,17,116
2011-02-01,14543,388.05,6,105
2011-02-01,14549,289.24,56,136
2011-02-01,14555,197.94,14,98
2011-02-01,14560,109.3,7,22
2011-02-01,14562,434.7,42,147
2011-02-01,14573,169.15,28,40
2011-02-01,14587,303.07,57,137
2011-02-01,14600,393.33000000000004,25,125
2011-02-01,14606,1160.13,193,592
2011-02-01,14609,144.0,1,2400
2011-02-01,14616,10.08,1,24
2011-02-01,14627,-21.85,5,-5
2011-02-01,14631,309.5,12,160
2011-02-01,14639,558.59,29,239
2011-02-01,14644,187.50000000000003,8,66
2011-02-01,14646,22752.46,149,16271
2011-02-01,14659,128.3,16,34
2011-02-01,14665,713.86,41,266
2011-02-01,14667,329.55,13,158
2011-02-01,14676,-1.25,1,-1
2011-02-01,14680,2807.31,22,1223
2011-02-01,14688,538.57,25,400
2011-02-01,14692,121.25,12,61
2011-02-01,14701,231.72,55,83
2011-02-01,14702,101.25,13,31
2011-02-01,14715,109.5,9,46
2011-02-01,14733,493.5,12,168
2011-02-01,14735,70.55000000000001,7,25
2011-02-01,14744,202.5,3,30
2011-02-01,14745,240.60000000000002,7,188
2011-02-01,14754,228.27,15,173
2011-02-01,14755,506.02,27,134
2011-02-01,14760,53.8,5,28
2011-02-01,14778,334.05,18,141
2011-02-01,14796,682.99,109,428
2011-02-01,14798,75.68,6,76
2011-02-01,14803,542.15,11,216
2011-02-01,14810,317.3,26,148
2011-02-01,14825,241.34,30,175
2011-02-01,14841,596.79,32,355
2011-02-01,14842,15.0,2,4
2011-02-01,14849,401.29999999999995,10,153
2011-02-01,14850,325.75,21,293
2011-02-01,14878,111.88,17,58
2011-02-01,14880,129.2,8,66
2011-02-01,14895,2346.34,118,964
2011-02-01,14897,175.5,10,122
2011-02-01,14898,168.35,9,59
2011-02-01,14911,1445.39,79,682
2011-02-01,14935,1784.71,10,935
2011-02-01,14944,754.2900000000001,26,348
2011-02-01,14952,1497.67,34,653
2011-02-01,14959,178.66,22,138
2011-02-01,14961,920.33,51,531
2011-02-01,14978,452.91,66,144
2011-02-01,15002,254.44,19,108
2011-02-01,15005,203.58,34,85
2011-02-01,15024,196.87,13,80
2011-02-01,15039,2126.66,112,942
2011-02-01,15044,803.3000000000001,39,311
2011-02-01,15046,458.84,22,267
2011-02-01,15058,178.75,14,86
2011-02-01,15059,177.23,29,56
2011-02-01,15061,-38.379999999999995,3,-46
2011-02-01,15062,251.9,13,101
2011-02-01,15065,773.66,48,548
2011-02-01,15078,965.24,53,484
2011-02-01,15079,-1.95,1,-1
2011-02-01,15090,381.32,23,208
2011-02-01,15093,759.08,29,813
2011-02-01,15107,40.8,1,48
2011-02-01,15114,259.05,17,179
2011-02-01,15121,295.15,18,125
2011-02-01,15122,385.14,24,230
2011-02-01,15129,355.40000000000003,14,117
2011-02-01,15133,333.2,10,106
2011-02-01,15146,820.72,63,900
2011-02-01,15189,624.58,5,342
2011-02-01,15199,353.1,3,118
2011-02-01,15203,211.94,20,224
2011-02-01,15226,154.41,8,71
2011-02-01,15227,306.84000000000003,14,208
2011-02-01,15228,904.85,32,751
2011-02-01,15235,392.1,27,287
2011-02-01,15236,321.05,15,269
2011-02-01,15240,297.35,14,301
2011-02-01,15270,972.1,12,394
2011-02-01,15281,234.15,12,85
2011-02-01,15290,297.08,15,148
2011-02-01,15299,-65.91,1,-1
2011-02-01,15303,574.02,31,248
2011-02-01,15311,4645.150000000001,164,3241
2011-02-01,15321,1159.47,38,545
2011-02-01,15356,254.19,40,116
2011-02-01,15358,649.5600000000001,38,374
2011-02-01,15370,570.02,28,242
2011-02-01,15373,151.55,16,37
2011-02-01,15382,1019.42,65,910
2011-02-01,15397,94.0,6,20
2011-02-01,15406,252.29,42,130
2011-02-01,15407,165.0,11,132
2011-02-01,15421,295.06,16,174
2011-02-01,15465,891.3599999999999,13,133
2011-02-01,15513,-152.64,1,-144
2011-02-01,15543,127.86,26,86
2011-02-01,15544,844.58,54,709
2011-02-01,15547,421.69,61,271
2011-02-01,15550,137.9,12,96
2011-02-01,15570,376.2,37,125
2011-02-01,15577,29.65,4,7
2011-02-01,15589,184.95,12,125
2011-02-01,15590,-30.19,1,-1
2011-02-01,15601,1112.72,65,798
2011-02-01,15602,-12.75,1,-1
2011-02-01,15605,182.75,7,65
2011-02-01,15606,609.27,19,203
2011-02-01,15615,710.31,25,305
2011-02-01,15638,-94.0,2,-52
2011-02-01,15640,959.2,25,380
2011-02-01,15656,242.95000000000002,15,89
2011-02-01,15658,248.95000000000002,10,57
2011-02-01,15670,173.05,12,91
2011-02-01,15687,669.1,35,228
2011-02-01,15694,-55.8,1,-12
2011-02-01,15708,644.75,55,256
2011-02-01,15712,299.8,18,109
2011-02-01,15719,428.11,70,202
2011-02-01,15722,324.05,10,112
2011-02-01,15724,103.65,5,31
2011-02-01,15738,320.72,15,196
2011-02-01,15753,79.2,1,144
2011-02-01,15755,314.68,19,198
2011-02-01,15759,87.8,2,20
2011-02-01,15769,4552.8,11,2152
2011-02-01,15781,83.35,5,29
2011-02-01,15785,928.58,29,557
2011-02-01,15796,340.97,19,123
2011-02-01,15797,1495.2,5,528
2011-02-01,15805,553.76,36,362
2011-02-01,15808,751.2,55,247
2011-02-01,15809,198.8,13,112
2011-02-01,15810,377.32,26,250
2011-02-01,15811,458.53000000000003,26,181
2011-02-01,15827,138.84,10,37
2011-02-01,15838,277.5,2,150
2011-02-01,15843,118.95,8,27
2011-02-01,15845,929.22,27,358
2011-02-01,15847,180.68,9,348
2011-02-01,15854,303.0,5,60
2011-02-01,15856,1078.9,20,730
2011-02-01,15858,432.29,58,526
2011-02-01,15864,-13.899999999999999,3,-4
